id_pelanggan;usia;status_pekerjaan;lama_bekerja_tahun;pendapatan_tahunan;skor_kredit;lama_riwayat_kredit_tahun;aset_tabungan;hutang_saat_ini;gagal_bayar_tercatat;tunggakan_2thn_terakhir;catatan_negatif;tipe_produk;tujuan_pinjaman;jumlah_pinjaman;suku_bunga;rasio_hutang_terhadap_pendapatan;rasio_pinjaman_terhadap_pendapatan;rasio_pembayaran_terhadap_pendapatan;status_pinjaman
CUST143054;33.0;Wiraswasta;2.0;112755;715;1.4;38;27505;0;0;0;Kartu Kredit;Medis;70000;17.35;0.244;0.621;0.207;1
CUST143055;48.0;Bekerja;4.9;55030;644;8.0;722;16338;0;0;0;Kartu Kredit;Pribadi;49400;20.24;0.297;0.898;0.299;1
CUST143056;33.0;Bekerja;1.2;59942;644;10.1;263;35855;0;0;0;Kartu Kredit;Medis;4800;19.95;0.598;0.08;0.027;0
CUST143057;35.0;Bekerja;9.0;29980;648;6.1;2531;12894;0;0;2;Pinjaman Pribadi;Pendidikan;38700;14.42;0.43;1.291;0.43;1
CUST143058;21.0;Bekerja;2.1;15985;629;0.7;68;3980;0;0;0;Pinjaman Pribadi;Medis;23900;14.7;0.249;1.495;0.498;0
CUST143059;20.0;Wiraswasta;1.0;89335;633;0.7;25;15414;0;1;0;Kartu Kredit;Medis;35700;20.03;0.173;0.4;0.133;0
CUST143060;46.0;Bekerja;1.3;31808;674;16.7;2590;866;0;0;0;Kartu Kredit;Pribadi;7800;17.16;0.027;0.245;0.082;1
CUST143061;55.0;Bekerja;16.8;36946;689;18.6;1879;5172;0;1;0;Pinjaman Pribadi;Pendidikan;6600;12.21;0.14;0.179;0.06;1
CUST143062;36.0;Bekerja;17.5;44724;682;7.7;242;2050;0;1;0;Kartu Kredit;Pendidikan;59000;18.46;0.046;1.319;0.44;1
CUST143063;33.0;Wiraswasta;7.0;41797;556;10.4;593;16572;0;2;1;Kredit Berjalan;Pribadi;23500;14.84;0.396;0.562;0.187;0
CUST143064;47.0;Bekerja;23.5;56181;691;6.6;2055;13653;0;1;0;Kartu Kredit;Konsolidasi Hutang;69200;17.67;0.243;1.232;0.411;0
CUST143065;39.0;Bekerja;4.2;58924;708;2.3;94;1126;0;0;1;Pinjaman Pribadi;Renovasi Rumah;7600;9.99;0.019;0.129;0.043;1
CUST143066;18.0;Bekerja;0.0;22083;578;1.3;53;5221;0;3;1;Kartu Kredit;Medis;18800;22.19;0.236;0.851;0.284;0
CUST143067;46.0;Wiraswasta;11.0;25879;632;0.4;3;2637;0;2;0;Kredit Berjalan;Renovasi Rumah;19600;12.43;0.102;0.757;0.252;0
CUST143068;18.0;Bekerja;0.0;65563;578;1.0;7667;11847;0;1;0;Pinjaman Pribadi;Renovasi Rumah;9100;15.35;0.181;0.139;0.046;0
CUST143069;34.0;Bekerja;8.4;25593;702;7.5;114;6678;0;0;0;Pinjaman Pribadi;Medis;1800;10.75;0.261;0.07;0.023;1
CUST143070;29.0;Bekerja;8.8;65439;644;10.5;98;20883;0;1;0;Pinjaman Pribadi;Pribadi;69600;13.93;0.319;1.064;0.355;1
CUST143071;27.0;Wiraswasta;4.2;22274;624;7.2;1850;4722;0;0;0;Kartu Kredit;Konsolidasi Hutang;16300;19.34;0.212;0.732;0.244;1
CUST143072;35.0;Wiraswasta;5.6;56174;757;1.6;278;13230;0;0;0;Kredit Berjalan;Pribadi;26800;7.46;0.236;0.477;0.159;1
CUST143073;45.0;Bekerja;4.7;32981;643;10.5;1669;4560;0;1;0;Kartu Kredit;Renovasi Rumah;4500;19.89;0.138;0.136;0.045;1
CUST143074;35.0;Bekerja;2.5;31499;699;10.4;61;438;0;2;1;Kartu Kredit;Bisnis;27000;17.79;0.014;0.857;0.286;1
CUST143075;51.0;Wiraswasta;8.6;65157;829;12.0;22055;19383;0;0;0;Kredit Berjalan;Konsolidasi Hutang;30900;7.72;0.297;0.474;0.158;1
CUST143076;53.0;Wiraswasta;27.9;127694;680;24.3;63476;57097;0;0;0;Pinjaman Pribadi;Bisnis;100000;11.23;0.447;0.783;0.261;0
CUST143077;53.0;Mahasiswa;0.4;25663;685;2.7;583;12516;0;0;0;Pinjaman Pribadi;Renovasi Rumah;11600;12.91;0.488;0.452;0.151;0
CUST143078;34.0;Wiraswasta;7.9;27502;563;4.5;19;6246;0;0;0;Pinjaman Pribadi;Konsolidasi Hutang;48800;15.85;0.227;1.774;0.591;0
CUST143079;29.0;Bekerja;2.9;60000;628;8.1;380;16391;0;0;0;Kredit Berjalan;Renovasi Rumah;15100;11.99;0.273;0.252;0.084;1
CUST143080;34.0;Bekerja;13.3;43264;577;4.8;2727;7167;0;1;1;Kartu Kredit;Renovasi Rumah;46800;22.66;0.166;1.082;0.361;0
CUST143081;48.0;Bekerja;20.8;165670;679;24.3;5361;30403;0;1;0;Kredit Berjalan;Medis;46500;9.34;0.184;0.281;0.094;1
CUST143082;47.0;Bekerja;24.7;90988;586;7.0;2970;30657;0;0;1;Pinjaman Pribadi;Medis;100000;16.91;0.337;1.099;0.366;0
CUST143083;18.0;Bekerja;0.0;29449;637;0.7;41;7090;0;0;0;Kartu Kredit;Renovasi Rumah;10000;20.32;0.241;0.34;0.113;0
CUST143084;38.0;Bekerja;11.5;51763;753;16.5;909;9582;0;0;0;Kartu Kredit;Renovasi Rumah;35100;14.32;0.185;0.678;0.226;1
CUST143085;18.0;Wiraswasta;1.0;139633;659;1.0;1073;58316;0;1;1;Kartu Kredit;Pribadi;10300;17.45;0.418;0.074;0.025;1
CUST143086;34.0;Bekerja;1.9;31700;672;4.8;205;10766;0;1;0;Kartu Kredit;Pendidikan;40000;17.72;0.34;1.262;0.421;1
CUST143087;28.0;Bekerja;8.9;62614;619;1.4;10027;28045;0;0;0;Kartu Kredit;Pendidikan;70000;20.28;0.448;1.118;0.373;1
CUST143088;24.0;Bekerja;1.7;27099;563;4.7;3;7378;0;2;2;Pinjaman Pribadi;Konsolidasi Hutang;27100;15.41;0.272;1.0;0.333;0
CUST143089;45.0;Mahasiswa;1.5;16535;699;23.5;690;4613;0;0;0;Pinjaman Pribadi;Renovasi Rumah;16900;11.79;0.279;1.022;0.341;1
CUST143090;27.0;Mahasiswa;0.4;15000;604;6.7;21;3627;0;2;0;Kartu Kredit;Medis;1500;19.48;0.242;0.1;0.033;1
CUST143091;34.0;Bekerja;6.5;26035;604;2.4;288;3434;0;1;0;Kartu Kredit;Bisnis;28700;19.61;0.132;1.102;0.367;1
CUST143092;23.0;Bekerja;4.9;15000;625;4.2;280;6190;0;0;0;Pinjaman Pribadi;Pendidikan;10700;13.98;0.413;0.713;0.238;0
CUST143093;35.0;Bekerja;1.8;44583;677;0.5;11;21969;0;0;0;Kredit Berjalan;Pribadi;22000;10.59;0.493;0.493;0.164;0
CUST143094;46.0;Mahasiswa;0.5;15000;621;9.8;205;524;0;1;0;Pinjaman Pribadi;Pribadi;4300;13.41;0.035;0.287;0.096;1
CUST143095;24.0;Bekerja;4.4;64587;582;3.2;98;9845;0;1;0;Kredit Berjalan;Konsolidasi Hutang;37800;14.71;0.152;0.585;0.195;0
CUST143096;42.0;Bekerja;2.6;23681;649;4.6;185;4521;0;0;0;Kredit Berjalan;Renovasi Rumah;11000;11.59;0.191;0.465;0.155;0
CUST143097;35.0;Bekerja;14.4;36681;659;11.8;56094;4198;0;0;0;Kartu Kredit;Renovasi Rumah;22500;18.39;0.114;0.613;0.204;1
CUST143098;35.0;Mahasiswa;0.0;36239;702;4.1;159;11207;0;0;0;Kredit Berjalan;Renovasi Rumah;14400;8.59;0.309;0.397;0.132;1
CUST143099;30.0;Wiraswasta;4.5;128396;669;9.0;2051;33154;0;0;0;Kartu Kredit;Bisnis;70000;18.32;0.258;0.545;0.182;1
CUST143100;44.0;Wiraswasta;8.9;29427;701;21.1;1750;8847;0;0;0;Kartu Kredit;Pendidikan;8600;15.63;0.301;0.292;0.097;1
CUST143101;43.0;Bekerja;3.2;86299;685;14.2;965;9119;0;0;0;Pinjaman Pribadi;Bisnis;100000;11.41;0.106;1.159;0.386;1
CUST143102;33.0;Bekerja;9.7;23935;612;10.9;1864;4071;0;0;0;Kredit Berjalan;Renovasi Rumah;13200;12.75;0.17;0.551;0.184;1
CUST143103;37.0;Bekerja;18.3;38209;584;5.9;3295;6604;0;0;0;Kartu Kredit;Medis;51300;22.27;0.173;1.343;0.448;0
CUST143104;43.0;Bekerja;14.7;103823;651;21.0;12384;55287;0;0;0;Pinjaman Pribadi;Pendidikan;22400;12.04;0.533;0.216;0.072;1
CUST143105;41.0;Bekerja;4.6;46540;623;22.5;12661;7832;0;0;0;Kartu Kredit;Pendidikan;8100;20.55;0.168;0.174;0.058;1
CUST143106;31.0;Mahasiswa;0.2;20752;646;8.8;352;6662;0;0;0;Kartu Kredit;Renovasi Rumah;2100;20.78;0.321;0.101;0.034;1
CUST143107;48.0;Wiraswasta;21.0;48730;699;9.5;1630;8848;0;0;0;Kartu Kredit;Bisnis;24400;17.1;0.182;0.501;0.167;1
CUST143108;45.0;Bekerja;22.9;24165;671;23.6;8113;14772;0;0;0;Pinjaman Pribadi;Pribadi;18700;12.72;0.611;0.774;0.258;0
CUST143109;60.0;Bekerja;24.4;56242;770;16.8;1670;20218;0;1;0;Kartu Kredit;Medis;4900;15.01;0.359;0.087;0.029;1
CUST143110;18.0;Bekerja;0.0;20909;578;0.9;48;14815;0;0;0;Kartu Kredit;Konsolidasi Hutang;18200;21.97;0.709;0.87;0.29;0
CUST143111;43.0;Wiraswasta;3.0;51432;714;16.3;2137;12062;0;1;0;Kartu Kredit;Pribadi;70000;15.52;0.235;1.361;0.454;1
CUST143112;48.0;Bekerja;20.7;48801;773;5.4;761;17180;0;0;0;Kartu Kredit;Pribadi;44700;15.5;0.352;0.916;0.305;1
CUST143113;47.0;Mahasiswa;0.6;58334;699;16.1;270;31984;0;0;0;Kredit Berjalan;Renovasi Rumah;23100;10.0;0.548;0.396;0.132;0
CUST143114;31.0;Bekerja;3.6;17569;681;7.9;4763;8088;0;0;0;Pinjaman Pribadi;Pribadi;4800;12.5;0.46;0.273;0.091;1
CUST143115;18.0;Bekerja;0.0;15000;573;0.6;29;1745;0;1;0;Pinjaman Pribadi;Pendidikan;1000;15.32;0.116;0.067;0.022;1
CUST143116;53.0;Bekerja;28.0;96287;635;29.5;243111;17907;0;3;0;Kredit Berjalan;Renovasi Rumah;29200;11.32;0.186;0.303;0.101;0
CUST143117;29.0;Bekerja;8.7;46202;633;5.2;521;14029;0;1;0;Kredit Berjalan;Pribadi;36700;12.22;0.304;0.794;0.265;1
CUST143118;31.0;Bekerja;3.4;88687;665;10.7;6517;12907;0;0;0;Kartu Kredit;Medis;52200;18.37;0.146;0.589;0.196;1
CUST143119;59.0;Wiraswasta;22.9;15080;758;6.7;9;1139;0;1;0;Kartu Kredit;Pribadi;9500;14.67;0.076;0.63;0.21;1
CUST143120;19.0;Bekerja;0.3;25229;619;1.9;9;6563;0;0;0;Pinjaman Pribadi;Pribadi;22000;13.45;0.26;0.872;0.291;1
CUST143121;44.0;Wiraswasta;4.7;102564;649;23.0;17935;42216;0;0;1;Kartu Kredit;Pendidikan;33000;19.23;0.412;0.322;0.107;1
CUST143122;25.0;Bekerja;6.4;41310;690;6.8;659;21431;0;0;0;Pinjaman Pribadi;Bisnis;2100;12.05;0.519;0.051;0.017;0
CUST143123;25.0;Bekerja;3.0;49348;638;6.5;478;22457;0;2;0;Kartu Kredit;Bisnis;54200;19.59;0.455;1.098;0.366;0
CUST143124;37.0;Bekerja;11.9;20436;521;12.7;5089;7191;0;0;1;Kredit Berjalan;Konsolidasi Hutang;9000;13.53;0.352;0.44;0.147;0
CUST143125;43.0;Mahasiswa;0.3;29186;716;1.7;53;2227;0;2;0;Pinjaman Pribadi;Konsolidasi Hutang;55900;11.48;0.076;1.915;0.638;0
CUST143126;46.0;Bekerja;2.9;47237;660;20.8;8430;15897;0;0;0;Pinjaman Pribadi;Konsolidasi Hutang;46800;12.73;0.337;0.991;0.33;1
CUST143127;47.0;Bekerja;21.6;83360;770;20.0;6228;12101;0;0;0;Pinjaman Pribadi;Renovasi Rumah;18600;8.93;0.145;0.223;0.074;1
CUST143128;26.0;Wiraswasta;3.3;41697;564;2.7;155;5279;0;1;1;Pinjaman Pribadi;Bisnis;61200;15.99;0.127;1.468;0.489;0
CUST143129;21.0;Wiraswasta;1.0;153432;674;2.1;1996;38582;0;0;0;Kartu Kredit;Renovasi Rumah;52400;17.67;0.251;0.342;0.114;1
CUST143130;30.0;Bekerja;5.4;16752;598;2.7;911;2957;0;0;0;Pinjaman Pribadi;Pendidikan;9900;15.67;0.177;0.591;0.197;0
CUST143131;39.0;Mahasiswa;1.7;40421;516;0.6;199;6109;0;0;1;Kredit Berjalan;Medis;15800;13.14;0.151;0.391;0.13;0
CUST143132;32.0;Wiraswasta;1.5;49278;647;0.8;330;21383;0;0;0;Kartu Kredit;Pendidikan;13300;20.28;0.434;0.27;0.09;1
CUST143133;18.0;Bekerja;0.0;39084;702;0.7;49;19514;0;0;1;Pinjaman Pribadi;Konsolidasi Hutang;40600;11.02;0.499;1.039;0.346;0
CUST143134;18.0;Bekerja;0.0;15000;682;1.6;280;4377;0;0;0;Kredit Berjalan;Bisnis;10500;10.13;0.292;0.7;0.233;0
CUST143135;32.0;Bekerja;12.7;44076;646;9.6;1755;15326;0;0;0;Kartu Kredit;Pendidikan;44000;20.01;0.348;0.998;0.333;1
CUST143136;45.0;Bekerja;5.5;48047;670;15.4;548;23892;0;0;0;Pinjaman Pribadi;Pendidikan;82500;11.07;0.497;1.717;0.572;1
CUST143137;24.0;Wiraswasta;1.1;39167;632;1.7;308;13555;0;0;0;Kartu Kredit;Bisnis;34900;19.29;0.346;0.891;0.297;0
CUST143138;43.0;Bekerja;7.6;46382;515;8.3;425;14706;1;3;1;Kredit Berjalan;Pendidikan;11200;13.67;0.317;0.241;0.08;0
CUST143139;18.0;Bekerja;0.0;40212;710;1.7;950;7446;0;0;0;Kartu Kredit;Konsolidasi Hutang;16700;17.15;0.185;0.415;0.138;1
CUST143140;38.0;Bekerja;13.1;24636;629;3.2;244;3502;0;0;0;Pinjaman Pribadi;Konsolidasi Hutang;20600;13.97;0.142;0.836;0.279;0
CUST143141;38.0;Bekerja;3.1;56886;595;15.6;210;22897;0;0;0;Pinjaman Pribadi;Bisnis;69100;15.78;0.403;1.215;0.405;0
CUST143142;40.0;Bekerja;6.7;42259;658;3.5;479;4361;1;0;0;Kartu Kredit;Medis;4000;18.28;0.103;0.095;0.032;0
CUST143143;22.0;Bekerja;2.4;40386;581;3.3;135;23372;0;0;0;Kartu Kredit;Bisnis;41500;21.92;0.579;1.028;0.343;0
CUST143144;18.0;Bekerja;0.0;17545;657;0.5;11;2254;0;2;0;Pinjaman Pribadi;Pribadi;10300;11.59;0.128;0.587;0.196;1
CUST143145;43.0;Bekerja;9.9;50913;590;12.6;11583;17015;0;1;1;Kartu Kredit;Pribadi;5500;21.63;0.334;0.108;0.036;1
CUST143146;18.0;Wiraswasta;1.0;171075;607;1.7;384;34051;0;2;0;Kartu Kredit;Renovasi Rumah;44100;19.88;0.199;0.258;0.086;1
CUST143147;25.0;Bekerja;0.8;54329;560;2.2;663;7093;0;0;0;Pinjaman Pribadi;Renovasi Rumah;97300;15.72;0.131;1.791;0.597;0
CUST143148;51.0;Mahasiswa;1.5;47067;795;20.0;3659;4617;0;0;0;Pinjaman Pribadi;Medis;48800;8.46;0.098;1.037;0.346;1
CUST143149;37.0;Mahasiswa;0.1;15000;583;2.1;54;6820;0;0;0;Kartu Kredit;Renovasi Rumah;1500;22.47;0.455;0.1;0.033;0
CUST143150;39.0;Bekerja;20.3;25514;641;5.2;1851;5160;1;0;0;Kartu Kredit;Konsolidasi Hutang;11300;19.06;0.202;0.443;0.148;0
CUST143151;42.0;Wiraswasta;14.5;117203;631;5.9;3189;14401;0;0;0;Kredit Berjalan;Medis;28100;11.07;0.123;0.24;0.08;1
CUST143152;42.0;Bekerja;18.8;32032;726;9.6;337;12373;0;1;0;Kartu Kredit;Pendidikan;26700;17.13;0.386;0.834;0.278;1
CUST143153;34.0;Bekerja;7.8;15000;596;13.1;1639;8080;0;0;0;Kartu Kredit;Bisnis;5500;22.5;0.539;0.367;0.122;0
CUST143154;24.0;Bekerja;1.3;37411;619;0.5;155;8744;0;0;1;Kartu Kredit;Pribadi;34800;20.67;0.234;0.93;0.31;0
CUST143155;67.0;Bekerja;37.4;50235;700;8.2;318;8067;0;0;0;Kartu Kredit;Bisnis;66100;17.22;0.161;1.316;0.439;1
CUST143156;31.0;Bekerja;12.7;35333;585;4.2;525;8319;0;0;0;Kredit Berjalan;Pendidikan;7200;13.1;0.235;0.204;0.068;1
CUST143157;38.0;Bekerja;19.4;34138;635;7.4;12;4779;0;0;0;Pinjaman Pribadi;Bisnis;24000;14.31;0.14;0.703;0.234;0
CUST143158;40.0;Bekerja;7.6;20430;705;16.8;2823;13432;0;1;0;Pinjaman Pribadi;Medis;28900;9.55;0.657;1.415;0.472;0
CUST143159;28.0;Bekerja;3.7;24777;706;7.5;459;5673;0;2;0;Kartu Kredit;Medis;9800;16.74;0.229;0.396;0.132;1
CUST143160;29.0;Bekerja;3.6;43651;570;7.0;667;6235;0;0;0;Pinjaman Pribadi;Pendidikan;32700;16.4;0.143;0.749;0.25;1
CUST143161;52.0;Bekerja;4.6;46447;756;9.9;3650;10568;0;0;0;Kredit Berjalan;Pribadi;12000;6.44;0.228;0.258;0.086;1
CUST143162;26.0;Mahasiswa;1.2;18190;432;2.8;32;5994;1;0;1;Kartu Kredit;Bisnis;1800;22.78;0.33;0.099;0.033;0
CUST143163;39.0;Bekerja;16.1;49665;626;18.4;12843;2640;0;2;0;Pinjaman Pribadi;Bisnis;43800;13.04;0.053;0.882;0.294;1
CUST143164;45.0;Bekerja;23.4;52358;570;4.3;986;14210;0;1;1;Kredit Berjalan;Pendidikan;22200;13.92;0.271;0.424;0.141;1
CUST143165;32.0;Bekerja;6.3;49710;683;12.3;527;8190;0;0;0;Kartu Kredit;Renovasi Rumah;7200;17.24;0.165;0.145;0.048;1
CUST143166;33.0;Bekerja;0.8;32439;745;0.3;4;11444;0;0;0;Pinjaman Pribadi;Medis;22000;9.91;0.353;0.678;0.226;0
CUST143167;46.0;Bekerja;10.0;73772;637;2.6;1396;32355;0;3;0;Kartu Kredit;Renovasi Rumah;70000;20.9;0.439;0.949;0.316;0
CUST143168;33.0;Bekerja;2.4;56606;602;9.0;4523;29736;0;0;0;Kredit Berjalan;Pendidikan;47100;11.63;0.525;0.832;0.277;0
CUST143169;18.0;Bekerja;0.0;37549;682;1.2;348;6975;0;1;0;Pinjaman Pribadi;Pribadi;53000;11.28;0.186;1.411;0.47;0
CUST143170;53.0;Bekerja;24.1;63526;648;10.0;675;8023;0;3;0;Pinjaman Pribadi;Pendidikan;65700;14.16;0.126;1.034;0.345;0
CUST143171;23.0;Mahasiswa;0.8;15000;636;0.5;8;2572;0;0;0;Pinjaman Pribadi;Pribadi;19000;14.06;0.171;1.267;0.422;0
CUST143172;37.0;Bekerja;16.0;44439;673;12.8;2137;21913;0;0;0;Kartu Kredit;Pendidikan;57100;18.86;0.493;1.285;0.428;1
CUST143173;19.0;Bekerja;0.7;21200;656;1.9;371;5843;0;0;0;Kartu Kredit;Pendidikan;29000;17.43;0.276;1.368;0.456;0
CUST143174;28.0;Bekerja;3.1;28809;590;4.3;4;4828;0;0;1;Kredit Berjalan;Pribadi;29400;14.16;0.168;1.021;0.34;0
CUST143175;29.0;Bekerja;0.7;36008;640;6.5;129;7132;0;0;0;Kartu Kredit;Konsolidasi Hutang;17700;20.26;0.198;0.492;0.164;1
CUST143176;37.0;Wiraswasta;6.2;45400;701;13.5;43279;15442;0;0;0;Kartu Kredit;Renovasi Rumah;10000;16.66;0.34;0.22;0.073;1
CUST143177;24.0;Bekerja;4.2;27843;707;1.6;2866;14835;0;0;0;Pinjaman Pribadi;Renovasi Rumah;40000;11.43;0.533;1.437;0.479;0
CUST143178;58.0;Bekerja;34.5;74455;666;13.8;4003;26996;0;1;0;Kartu Kredit;Pendidikan;40100;18.89;0.363;0.539;0.18;1
CUST143179;35.0;Mahasiswa;1.2;56676;630;9.5;3840;9052;0;0;0;Kartu Kredit;Renovasi Rumah;5700;19.04;0.16;0.101;0.034;1
CUST143180;45.0;Bekerja;7.8;61360;517;21.5;434;4611;0;1;0;Kartu Kredit;Konsolidasi Hutang;3700;21.65;0.075;0.06;0.02;0
CUST143181;34.0;Wiraswasta;3.7;54957;554;11.2;8001;7959;0;0;0;Kredit Berjalan;Pendidikan;43700;14.17;0.145;0.795;0.265;0
CUST143182;46.0;Bekerja;2.1;82490;662;17.4;1387;30902;0;0;1;Pinjaman Pribadi;Pendidikan;50500;11.54;0.375;0.612;0.204;1
CUST143183;18.0;Bekerja;0.0;35463;535;0.3;60;3488;0;1;1;Pinjaman Pribadi;Pendidikan;48300;15.25;0.098;1.362;0.454;0
CUST143184;26.0;Bekerja;7.2;50126;575;1.6;517;7319;0;3;0;Kartu Kredit;Pribadi;40300;22.48;0.146;0.804;0.268;0
CUST143185;28.0;Bekerja;1.2;72732;725;9.5;1109;21532;0;0;0;Kredit Berjalan;Pribadi;31200;7.68;0.296;0.429;0.143;1
CUST143186;28.0;Bekerja;4.8;33220;624;8.8;78;17786;0;0;0;Kartu Kredit;Bisnis;40300;19.74;0.535;1.213;0.404;0
CUST143187;41.0;Bekerja;1.4;57952;741;0.4;74;8674;0;1;0;Kartu Kredit;Bisnis;70000;16.76;0.15;1.208;0.403;0
CUST143188;42.0;Bekerja;1.6;67347;676;19.1;1347;17312;0;1;0;Kartu Kredit;Pribadi;70000;18.88;0.257;1.039;0.346;1
CUST143189;34.0;Bekerja;6.5;64605;709;13.6;10617;39665;0;0;0;Kartu Kredit;Pribadi;30600;16.63;0.614;0.474;0.158;0
CUST143190;34.0;Bekerja;1.4;15000;683;0.2;0;4704;0;0;0;Pinjaman Pribadi;Konsolidasi Hutang;28900;11.28;0.314;1.927;0.642;0
CUST143191;64.0;Bekerja;35.5;47939;736;21.4;651;9788;0;0;1;Kartu Kredit;Bisnis;1900;15.9;0.204;0.04;0.013;1
CUST143192;38.0;Bekerja;1.7;96847;599;19.6;5992;51373;1;1;0;Pinjaman Pribadi;Pribadi;80400;15.1;0.53;0.83;0.277;0
CUST143193;18.0;Mahasiswa;1.5;49244;527;1.9;184;8837;1;1;0;Kredit Berjalan;Renovasi Rumah;13700;13.31;0.179;0.278;0.093;0
CUST143194;44.0;Bekerja;21.9;48705;687;13.6;4185;7987;0;0;0;Kredit Berjalan;Pendidikan;22100;9.21;0.164;0.454;0.151;1
CUST143195;41.0;Bekerja;9.4;44117;646;9.3;4149;12998;0;1;0;Kredit Berjalan;Renovasi Rumah;32000;11.82;0.295;0.725;0.242;1
CUST143196;48.0;Wiraswasta;3.3;126548;798;20.3;667;34239;0;1;0;Kartu Kredit;Pribadi;70000;14.75;0.271;0.553;0.184;1
CUST143197;42.0;Bekerja;2.5;101689;672;17.2;24479;3341;0;0;0;Kartu Kredit;Pendidikan;70000;18.8;0.033;0.688;0.229;1
CUST143198;24.0;Bekerja;5.7;40751;683;4.6;695;21648;0;3;0;Pinjaman Pribadi;Konsolidasi Hutang;61800;11.63;0.531;1.517;0.506;0
CUST143199;45.0;Bekerja;16.8;31133;788;0.3;11;5334;0;0;0;Kartu Kredit;Pendidikan;25700;15.06;0.171;0.825;0.275;1
CUST143200;36.0;Wiraswasta;1.9;79972;566;3.3;1815;16361;1;2;1;Kredit Berjalan;Medis;30100;14.68;0.205;0.376;0.125;0
CUST143201;47.0;Bekerja;17.8;48791;662;6.5;544;20527;0;0;0;Kartu Kredit;Konsolidasi Hutang;9300;18.37;0.421;0.191;0.064;1
CUST143202;53.0;Wiraswasta;2.8;30466;807;23.8;7683;1014;0;0;0;Kartu Kredit;Pendidikan;32700;15.96;0.033;1.073;0.358;1
CUST143203;33.0;Bekerja;7.2;33990;687;10.5;744;9038;0;2;0;Kartu Kredit;Medis;21900;17.36;0.266;0.644;0.215;1
CUST143204;45.0;Bekerja;23.9;58014;649;16.8;588;8806;0;2;0;Pinjaman Pribadi;Konsolidasi Hutang;59400;14.66;0.152;1.024;0.341;0
CUST143205;47.0;Bekerja;14.8;111505;728;9.5;31;13539;0;0;0;Kartu Kredit;Pribadi;52500;16.22;0.121;0.471;0.157;1
CUST143206;36.0;Bekerja;6.5;50820;704;13.5;3500;7574;0;0;0;Pinjaman Pribadi;Pribadi;95600;9.77;0.149;1.881;0.627;1
CUST143207;58.0;Wiraswasta;7.5;111132;681;14.6;3613;26588;0;0;0;Kredit Berjalan;Konsolidasi Hutang;42300;10.11;0.239;0.381;0.127;1
CUST143208;47.0;Bekerja;10.1;59752;619;3.3;64;7748;0;2;0;Pinjaman Pribadi;Medis;80300;13.06;0.13;1.344;0.448;0
CUST143209;27.0;Bekerja;8.0;45387;675;6.0;306;15332;0;0;0;Kartu Kredit;Renovasi Rumah;36500;18.86;0.338;0.804;0.268;1
CUST143210;38.0;Bekerja;6.1;44979;696;9.3;31612;16113;0;0;0;Kartu Kredit;Pribadi;21700;17.47;0.358;0.482;0.161;1
CUST143211;45.0;Bekerja;9.9;58556;706;20.7;614;20763;0;0;0;Kartu Kredit;Medis;43500;16.88;0.355;0.743;0.248;1
CUST143212;58.0;Bekerja;31.7;41631;546;15.7;26384;8140;0;1;1;Kartu Kredit;Pribadi;36400;22.14;0.196;0.874;0.291;1
CUST143213;42.0;Bekerja;1.0;46435;604;22.7;971;8854;0;0;0;Kartu Kredit;Medis;45500;19.39;0.191;0.98;0.327;1
CUST143214;38.0;Bekerja;11.9;25936;694;14.3;1749;3413;0;0;0;Kartu Kredit;Pendidikan;21800;18.65;0.132;0.841;0.28;1
CUST143215;;Bekerja;1.0;87040;742;18.4;7825;33833;0;0;0;Kartu Kredit;Pendidikan;50600;17.42;0.389;0.581;0.194;1
CUST143216;32.0;Bekerja;0.0;63356;713;8.5;329;24926;0;0;1;Pinjaman Pribadi;Pribadi;99300;10.45;0.393;1.567;0.522;0
CUST143217;23.0;Wiraswasta;1.0;74913;771;0.6;129;36642;0;0;0;Pinjaman Pribadi;Renovasi Rumah;6800;8.03;0.489;0.091;0.03;1
CUST143218;43.0;Bekerja;4.7;36503;744;18.9;2633;13305;0;2;0;Kartu Kredit;Pendidikan;39700;17.1;0.364;1.088;0.363;1
CUST143219;30.0;Bekerja;1.1;35284;611;6.7;2789;2809;0;0;0;Pinjaman Pribadi;Pribadi;36000;14.56;0.08;1.02;0.34;1
CUST143220;67.0;Bekerja;30.6;220246;675;15.2;1004;21096;0;1;0;Pinjaman Pribadi;Konsolidasi Hutang;100000;11.69;0.096;0.454;0.151;1
CUST143221;38.0;Bekerja;13.8;87268;663;10.2;598;24850;0;0;0;Kredit Berjalan;Konsolidasi Hutang;46700;9.32;0.285;0.535;0.178;1
CUST143222;43.0;Mahasiswa;1.7;18591;688;15.3;94;4010;0;0;0;Pinjaman Pribadi;Renovasi Rumah;27700;12.39;0.216;1.49;0.497;1
CUST143223;27.0;Bekerja;2.0;24879;640;0.9;10;8980;0;0;0;Pinjaman Pribadi;Konsolidasi Hutang;28700;14.36;0.361;1.154;0.385;0
CUST143224;50.0;Wiraswasta;14.0;84646;623;10.0;652;61445;0;0;0;Kartu Kredit;Bisnis;32400;19.62;0.726;0.383;0.128;0
CUST143225;34.0;Bekerja;15.8;44202;592;13.5;2364;11352;0;0;0;Kartu Kredit;Pribadi;22700;22.58;0.257;0.514;0.171;1
CUST143226;33.0;Wiraswasta;5.8;20975;658;10.8;5192;3717;0;0;0;Pinjaman Pribadi;Pendidikan;2400;11.27;0.177;0.114;0.038;1
